agency,series,code,description,screenTitle,type,charLimit,tsj,constraints
Federal,s5821,c83,Adjusted net Connecticut minimum tax credit,CT Amended Return (CT-1040X),NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s5821,c84,Credit for income tax paid to other jurisdictions,CT Amended Return (CT-1040X),NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s5821,c85,Connecticut alternative minimum tax,CT Amended Return (CT-1040X),NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s5821,c86,Individual use tax,CT Amended Return (CT-1040X),NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s5821,c87,Connecticut income tax withheld,CT Amended Return (CT-1040X),NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s5821,c88,All estimated payments,CT Amended Return (CT-1040X),NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s5821,c89,Amounts paid with original return and paid after filing,CT Amended Return (CT-1040X),NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s5821,c90,Connecticut property tax credit,CT Amended Return (CT-1040X),NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s5821,c91,Connecticut property tax credit,CT Amended Return (CT-1040X),NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s5821,c92,Claim of right credit,CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c93,Claim of right credit,CT Amended Return (CT-1040X),NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s5821,c94,Pass-through entity tax credit,CT Amended Return (CT-1040X),NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s5821,c95,Pass-through entity tax credit,CT Amended Return (CT-1040X),NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s5821,c96,Ordinary and necessary business expenses for taxpayers licensed under Chapter 420f or 420h that are not claimed for federal income tax purposes [Override],CT Amended Return (CT-1040X),NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s5821,c97,Historic home rehabilitation credit,CT Amended Return (CT-1040X),NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s5821,c98,Historic home rehabilitation credit,CT Amended Return (CT-1040X),NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s5821,c99,Achieving Better Life Experience (ABLE) [Override],CT Amended Return (CT-1040X),NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s5822,c14,Federal AGI,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c15,Minnesota tax,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c16,Minnesota tax,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c17,Marriage credit,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c18,Marriage credit,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c19,Alternative minimum tax,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c20,Part-year/nonresident tax,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c21,Tax on lump-sum distribution,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c22,Additions to income,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c23,Additions to income,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c24,Minnesota subtractions,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c25,Minnesota subtractions,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c38,Minnesota withholding,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c39,Estimated tax payments,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c48,Amount from line 26 of original form M1,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c49,Amount from line 24 of original form M1,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c50,Other credits from Schedule M1REF,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c51,Interest [Override],MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c52,Penalty,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c56,Federal AGI,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c57,Minnesota withholding,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c58,Estimated tax payments,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c62,Line 24 of Schedule M1NR,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c63,Line 25 of Schedule M1NR,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c64,Other credits from Schedule M1REF,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c69,Alternative minimum tax,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c70,Part-year/nonresident tax,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c71,Tax on lump-sum distribution,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c74,Other nonrefundable credits,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c75,Other nonrefundable credits,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c80,Credit for taxes paid to another state,MN Amended Return (M1X),NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s5822,c81,Credit for taxes paid to another state,MN Amended Return (M1X),NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s5822,c82,Tax on non-qualified first-time homebuyer withdrawals,MN Amended Return (M1X),NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s5822,c83,Tax on non-qualified first-time homebuyer withdrawals,MN Amended Return (M1X),NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s5822,c85,Tax on education savings account contribution,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c86,Tax on education savings account contribution,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c87,Credit for taxes paid to Wisconsin (nonrefundable portion),MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c88,Credit for taxes paid to Wisconsin (nonrefundable portion),MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c89,Credit for long term care insurance premiums paid,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c90,Credit for long term care insurance premiums paid,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c91,Child and dependent care credit,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c92,Child and dependent care credit,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c93,Child and working family credit,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c94,Child and working family credit,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c95,K-12 Education credit,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c96,K-12 Education credit,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c97,Pass-through entity tax credit,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c98,Pass-through entity tax credit,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c101,Tax on net investment income,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c102,Tax on net investment income,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c103,Repayment of Advance Child Tax Credit,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c104,Repayment of Advance Child Tax Credit,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c105,Renter's Credit,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5822,c106,Renter's Credit,MN Amended Return (M1X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5823,c27,Amount paid with 2025 return,WI Amended Return (Sch. AR),NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s5823,c28,Net refund from 2025 return,WI Amended Return (Sch. AR),NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s5823,c29,Interest charge,WI Amended Return (Sch. AR),NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s5823,c30,Apply amended refund to 2026 (1=all),WI Amended Return (Sch. AR),NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s5823,c31,Underpayment penalty from 2025 return,WI Amended Return (Sch. AR),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5824,c24,Amount paid with original return,NC Amended Return,NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s5824,c39,Previous refunds received,NC Amended Return,NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s5824,c46,Penalties,NC Amended Return,NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s5824,c47,Interest,NC Amended Return,NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s5824,c48,Underpayment,NC Amended Return,NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s5824,c49,Change in mailing address,NC Amended Return,NUMBER,,N,formattedNumber; min=0; max=1
Federal,s5825,c1,Federal adjusted gross income,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c2,Additions to federal income (PIT-ADJ),NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c3,Federal standard or itemized deduction amount,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c4,Deduction for certain dependents,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c5,Deductions/exemptions from federal income (PIT-ADJ),NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c7,Tax on taxable income,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c8,Tax on lump-sum distributions,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c9,Total non-refundable credits (PIT-CR),NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c10,Total rebates and credits (PIT-RC),NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c12,New Mexico income tax withheld,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c13,New Mexico income tax withheld from oil and gas proceeds,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c14,Estimated income tax payments,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c15,Other payments,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c16,Refund donations,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c17,Overpayment applied to estimated tax,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c18,New Mexico low and middle income tax exemption,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c19,Credit for taxes paid to another state,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c20,Penalty on underpayment of estimated tax,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c21,Penalty,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c22,Interest,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c31,Federal adjusted gross income,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c32,Additions to federal income (PIT-ADJ),NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c33,Federal standard or itemized deduction amount,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c34,Deduction for certain dependents,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c35,Deductions/exemptions from federal income (PIT-ADJ),NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c37,Tax on taxable income,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c38,Tax on lump-sum distributions,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c39,Total non-refundable credits (PIT-CR),NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c40,Total rebates and credits (PIT-RC),NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c42,New Mexico income tax withheld,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c43,New Mexico income tax withheld from oil and gas proceeds,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c44,Estimated income tax payments,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c45,Other payments,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c46,Refund donations,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c47,Overpayment applied to estimated tax,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c48,New Mexico low and middle income tax exemption,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c49,Credit for taxes paid to another state,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c50,Penalty on underpayment of estimated tax,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c51,Penalty,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c52,Interest,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c53,"Deduction amount from line 5 of Federal form 1040, Schedule A if itemized",NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c54,"Deduction amount from line 5 of Federal form 1040, Schedule A if itemized",NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c55,Working families tax credit,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c56,Working families tax credit,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5825,c57,New Mexico income tax withheld from a passthrough entity,NM Amended Return (PIT-X),NUMBER,,N,src:STRING; source:maxLength=1
